"site_id","monitoring_id","date_time_out","net_type","amount_nets","species","scientific_name","species_name","maori_name","native/nonnative","taonga","amount","sex","length_mm","weight_g","soft_shelled","berried","youngs","cups","mL","notes"
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,177,128,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,164,108,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,164,130,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,165,119,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,154,99,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,180,160,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,169,113,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,172,141,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,159,87,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,65,3,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,132,56,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,132,57,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,149,77,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,84,17,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,82,12,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,82,8,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,517,NA,NA,NA,2.5,591.47,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,577,NA,NA,NA,2.5,591.47,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,544,NA,NA,NA,2.5,591.47,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,567,NA,NA,NA,2.5,591.47,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,602,NA,NA,NA,2.5,591.47,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,467,NA,NA,NA,2,473.176,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,169,141,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,173,142,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,177,133,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,174,121,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,200,185,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,65,7,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,55,4,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,130,57,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22.61,8,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",22.44,NA,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",22.23,NA,NA,NA,NA,NA,NA,NA
92,"92_0",2024-12-12 10:58:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22.09,26,1,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22.02,7,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22.02,6,NA,NA,NA,NA,NA,NA
120,"120_0",2024-11-01 10:18:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22,15,NA,NA,NA,NA,NA,NA
109,"109_0",2024-11-01 12:59:59.995,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22,9,NA,NA,1,NA,NA,NA
109,"109_0",2024-11-01 13:00:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22,9,NA,NA,NA,NA,NA,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,494,NA,NA,NA,2.5,591.47,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,476,NA,NA,NA,2.5,591.47,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,461,NA,NA,NA,2.5,591.47,NA
96,"96_0",2024-12-12 11:45:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,84,NA,NA,NA,0.5,118.294,NA
110,"110_0",2024-11-01 11:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",22,6,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",27,NA,NA,10,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",40,NA,NA,30,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,526,NA,NA,NA,2.5,591.47,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,382,NA,NA,NA,1.75,414.029,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",26,NA,NA,19,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:29:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,555,NA,NA,NA,2.5,591.47,NA
73,"73_0",2025-01-17 11:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,210,NA,NA,NA,1,236.588,NA
74,"74_0",2025-01-17 13:15:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",9,NA,NA,8,NA,NA,NA,NA,NA,NA
74,"74_0",2025-01-17 13:15:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,82,NA,NA,NA,NA,NA,NA,NA
74,"74_0",2025-01-17 13:15:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,76,10,NA,NA,NA,NA,NA,NA
74,"74_0",2025-01-17 13:15:00,"Fyke",2,"Trout","Oncorhynchus mykiss","Rainbow_trout","Rainbow_trout","Nonnative","No",1,NA,94,12,NA,NA,NA,NA,NA,NA
74,"74_0",2025-01-17 13:15:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",7,NA,NA,6,NA,NA,NA,NA,NA,NA
74,"74_0",2025-01-17 13:15:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,477,NA,NA,NA,2.5,591.47,NA
74,"74_0",2025-01-17 13:15:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,68,NA,NA,NA,0.25,59.147,NA
75,"75_0",2025-01-16 10:25:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",12,NA,NA,4,NA,NA,NA,NA,NA,NA
75,"75_0",2025-01-16 10:25:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",81,NA,NA,81,NA,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",11,NA,NA,19,NA,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",100,NA,NA,141,NA,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",100,NA,NA,100,NA,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",56,NA,NA,49,NA,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,385,NA,NA,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,385,NA,NA,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,386,NA,NA,NA,2,473.176,NA
117,"117_0",2024-11-01 12:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",22,4,NA,NA,NA,NA,NA,NA
117,"117_0",2024-11-01 12:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22,4,NA,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:34:59.99,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22,NA,NA,NA,NA,NA,NA,NA
97,"97_0",2024-11-07 12:34:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",22,NA,NA,NA,NA,NA,NA,NA
101,"101_0",2024-11-07 12:00:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22,NA,NA,NA,NA,NA,NA,NA
106,"106_0",2024-11-07 10:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",22,NA,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",21.88,NA,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",21.71,NA,NA,1,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",18,NA,NA,22,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,153,99,NA,NA,NA,NA,NA,NA
98,"98_0",2024-11-07 13:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",21.52,NA,NA,NA,NA,NA,NA,NA
68,"68_0",2025-02-21 11:49:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",21.47,10,NA,NA,NA,NA,NA,NA
76,"76_0",2025-01-16 08:22:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",21.38,6,NA,NA,NA,NA,NA,NA
73,"73_0",2025-01-17 11:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",21.26,9,1,NA,NA,NA,NA,NA
75,"75_0",2025-01-16 10:25:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",21.25,8,NA,NA,NA,NA,NA,NA
113,"113_0",2025-01-23 09:17:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",21.24,10,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",21.17,7,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",100,NA,NA,62,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",95,NA,NA,48,NA,NA,NA,NA,NA,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,191,NA,NA,NA,0.75,177.441,NA
77,"77_0",2025-01-17 12:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,272,NA,NA,NA,1.25,295.735,NA
78,"78_0",2025-01-16 10:50:00,"Box",1,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"78_0",2025-01-16 10:50:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",44,NA,NA,55,NA,NA,NA,NA,NA,NA
78,"78_0",2025-01-16 10:50:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,535,NA,NA,NA,2.5,591.47,NA
78,"78_0",2025-01-16 10:50:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,456,NA,NA,NA,2,473.176,NA
78,"78_0",2025-01-16 10:50:00,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,189,99,NA,NA,NA,NA,NA,NA
78,"78_0",2025-01-16 10:50:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,NA,126,42,NA,NA,NA,NA,NA,NA
78,"78_0",2025-01-16 10:50:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",NA,NA,70,9,NA,NA,NA,NA,NA,NA
79,"79_0",2025-01-17 10:16:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",27,NA,NA,18,NA,NA,NA,NA,NA,NA
79,"79_0",2025-01-17 10:16:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",200,NA,NA,177,NA,NA,NA,1,236.588,NA
79,"79_0",2025-01-17 10:15:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,132,NA,NA,NA,0.666666666666667,157.725333333333,NA
79,"79_0",2025-01-17 10:15:59.995,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,405,NA,NA,NA,NA,NA,NA,NA
79,"79_0",2025-01-17 10:15:59.995,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,377,NA,NA,NA,NA,NA,NA,NA
79,"79_0",2025-01-17 10:15:59.995,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,290,NA,NA,NA,NA,NA,NA,NA
79,"79_0",2025-01-17 10:15:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,130,54,NA,NA,NA,NA,NA,NA
79,"79_0",2025-01-17 10:15:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,191,203,NA,NA,NA,NA,NA,NA
79,"79_0",2025-01-17 10:15:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,155,83,NA,NA,NA,NA,NA,NA
79,"79_0",2025-01-17 10:15:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,145,90,NA,NA,NA,NA,NA,NA
79,"79_0",2025-01-17 10:15:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,55,4,NA,NA,NA,NA,NA,NA
79,"79_0",2025-01-17 10:15:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,507,NA,NA,NA,2.25,532.323,NA
80,"80_0",2025-01-16 09:54:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",68,NA,NA,67,NA,NA,NA,NA,NA,NA
80,"80_0",2025-01-16 09:54:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,66,NA,NA,NA,0.25,59.147,NA
80,"80_0",2025-01-16 09:54:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,114,35,NA,NA,NA,NA,NA,NA
80,"80_0",2025-01-16 09:53:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,155,88,NA,NA,NA,NA,NA,NA
80,"80_0",2025-01-16 09:53:59.995,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,48,NA,NA,NA,NA,NA,NA,NA
117,"117_0",2024-11-01 12:30:00,"Box",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",21,9,NA,NA,NA,NA,NA,NA
80,"80_0",2025-01-16 09:53:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,77,NA,NA,NA,0.333333333333333,78.8626666666667,NA
81,"81_0",2025-01-17 09:30:00,"Box",1,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"81_0",2025-01-17 09:30:00,"Fyke",2,"Eel","Anguilla dieffenbachii","Long_fin_eel","Tuna","Native","Yes",1,NA,700,NA,NA,NA,NA,NA,NA,NA
81,"81_0",2025-01-17 09:30:00,"Fyke",2,"Trout","Oncorhynchus mykiss","Rainbow_trout","Rainbow_trout","Nonnative","No",1,NA,104,13,NA,NA,NA,NA,NA,NA
81,"81_0",2025-01-17 09:30:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"81_0",2025-01-17 09:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",200,NA,NA,310,NA,NA,NA,1.333,315.371804,NA
81,"81_0",2025-01-17 09:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,71,NA,NA,NA,0.5,118.294,NA
81,"81_0",2025-01-17 09:30:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"81_0",2025-01-17 09:30:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,173,NA,NA,NA,1,236.588,NA
82,"82_0",2025-01-16 09:08:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,30,NA,NA,NA,NA,NA,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,524,NA,NA,NA,2.5,591.47,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,590,NA,NA,NA,2.5,591.47,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,557,NA,NA,NA,2.5,591.47,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,551,NA,NA,NA,2.5,591.47,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,436,NA,NA,NA,2,473.176,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",213,NA,NA,220,NA,NA,NA,NA,NA,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,451,NA,NA,NA,2,473.176,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,529,NA,NA,NA,2.5,591.47,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,521,NA,NA,NA,2.5,591.47,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,553,NA,NA,NA,2.5,591.47,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,206,NA,NA,NA,1,236.588,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,194,172,NA,NA,NA,NA,NA,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,201,186,NA,NA,NA,NA,NA,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,94,70,NA,NA,NA,NA,NA,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,144,77,NA,NA,NA,NA,NA,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,84,12,NA,NA,NA,NA,NA,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,100,26,NA,NA,NA,NA,NA,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,103,25,NA,NA,NA,NA,NA,NA
82,"82_0",2025-01-16 09:08:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,112,37,NA,NA,NA,NA,NA,NA
83,"83_0",2025-01-17 10:50:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"83_0",2025-01-17 10:50:00,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,209,NA,NA,NA,NA,NA,NA,NA
83,"83_0",2025-01-17 10:50:00,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,329,NA,NA,NA,NA,NA,NA,NA
83,"83_0",2025-01-17 10:50:00,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,337,NA,NA,NA,NA,NA,NA,NA
83,"83_0",2025-01-17 10:50:00,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,305,NA,NA,NA,NA,NA,NA,NA
83,"83_0",2025-01-17 10:50:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,125,45,NA,NA,NA,NA,NA,NA
